task_id,sentence,tkn_start,tkn_end,chunk,entity,assertion_label
20,"Ducati has since ceased production of the 916, supplanting it (and its progeny, the 748, 996 and 998) with the 749 and 999.= 2000s =In 2006, the retro-styled Ducati PaulSmart 1000 LE was released, which shared styling cues with the 1973 750 SuperSport (itself a production replica of Paul Smart's 1972 race winning 750 Imola Desmo), as one of a SportClassic series representing the 750 GT, 750 Sport, and 750 SuperSport Ducati motorcycles.Monster: 620, 695, 696, 750, 796, 900, S2R, S4RStreetfighter SST2, ST3, ST4Paul Smart 1000LE and SportClassic variantsSuperSport 750, 900, 1000748, 749, 848996, 998, 999, 1098, 1098S, 1098R, 1198Desmosedici RR= Current lineup =MonsterMonsterMonster+Monster 821Monster 821 StealthMonster 1200Monster 1200 SMultistradaMultistrada 950Multistrada 950SMultistrada V4Multistrada V4 SMultistrada V4 S SportMultistrada 1260 EnduroDiavelDiavel 1260Diavel 1260 SDiavel 1260 LamborghiniXDiavelXDiavel SXDiavel Black StarPanigalePanigale V2Panigale V4Panigale V4 SPanigale V4 SPPanigale V4 RSuperleggera V4StreetfighterStreetfighter V4Streetfighter V4 SStreetfighter V2SuperSportSuperSportSuperSport SHypermotardHypermotard 950Hypermotard 950 SPHypermotard 950 RVEScramblerScrambler 1100 ProScrambler 1100 Sport ProScrambler 1100 Dark ProScrambler NightshiftScrambler Full ThrottleScrambler Café RacerScrambler Desert SledScrambler IconScrambler Icon DarkScrambler Sixty2= Current engines =Desmodue: Desmodromic two-valve, air-cooled, 90° V-twin, 60° included valve angle (Scrambler, Monster 695, 797)Desmodue Evoluzione: Desmo two-valve, air-cooled (Hypermotard 1100 Evo, Monster 1100 Evo, Scrambler 1100)Testastretta 11°: Desmo four-valve, liquid-cooled, 90° V-twin, 11° valve overlap angle (Supersport/Supersport S, Hypermotard/Hyperstrada 939, Multistrada 950, Monster 821)Testastretta 11° DS: Desmo four-valve, liquid-cooled, 90° V-twin, 11° valve overlap angle, dual ignition (Monster 1200, Diavel)Testastretta 11° DVT: Desmo four-valve, liquid-cooled, 90° V-twin, variable valve timing, dual ignition (Multistrada 1200 DVT)Testastretta 1262 DVT: Desmo four-valve, liquid-cooled, 90° V-twin, variable valve timing, longer stroke, smaller bore, re-tuned for high torque@lower 5000rpm peak {{152-162hp - 126-135Nm Torque dual ignition (XDiavel, Diavel 1260 2019–Present, Multistrada1260 DVT)Superquadro: Desmo four-valve, liquid cooled, 90° V-twin, 157–205 bhp (117–153 kW) (Panigale 959, 1299, V2 & Streetfighter V2)Desmosedici Stradale: Desmo four-valve, liquid cooled, 90° V4 with a displacement of 1,103 cm³ and counter-rotating crankshaft (214–226 hp) (Panigale V4/S/S Corse/Speciale)Desmosedici Stradale R: Desmo four-valve, liquid cooled, 90° V4 with a displacement of 998 cm³ and counter-rotating crankshaft (221–234 hp) (Panigale V4R)= Past engines =Desmodue DS: Desmo two-valve, air-cooled, 56° included valve angle, dual ignition (Hypermotard 1100, Multistrada 1000/1100, Monster 1100, Monster S2R 1000, SportClassic GT 1000, SuperSport 1000)Desmodue LC: Desmo two-valve, liquid-cooled (ST2)Desmotre DS: Desmo three-valve, liquid-cooled, 40° included valve angle, dual ignition (ST3)Desmoquattro: Desmo four-valve, liquid-cooled, 40° included valve angle, (851, 888, 916, 996, 748, Monster S4, Monster S4R, ST4, ST4s)Testastretta: Desmo four-valve, liquid-cooled, 25° included valve angle, (996R, 998, 999, 749, Monster S4R Testastretta)Testastretta Evoluzione: Desmo four-valve, liquid-cooled, 24.3° included valve angle, 41° valve overlap angle (848, 1098/1198, Streetfighter 1098) Motorcycle design history Ducati has produced several styles of motorcycle engines, including varying the number of cylinders, type of valve actuation and fuel delivery.",406,407,Monster S4R,PRODUCT,PAST
20,"Ducati has since ceased production of the 916, supplanting it (and its progeny, the 748, 996 and 998) with the 749 and 999.= 2000s =In 2006, the retro-styled Ducati PaulSmart 1000 LE was released, which shared styling cues with the 1973 750 SuperSport (itself a production replica of Paul Smart's 1972 race winning 750 Imola Desmo), as one of a SportClassic series representing the 750 GT, 750 Sport, and 750 SuperSport Ducati motorcycles.Monster: 620, 695, 696, 750, 796, 900, S2R, S4RStreetfighter SST2, ST3, ST4Paul Smart 1000LE and SportClassic variantsSuperSport 750, 900, 1000748, 749, 848996, 998, 999, 1098, 1098S, 1098R, 1198Desmosedici RR= Current lineup =MonsterMonsterMonster+Monster 821Monster 821 StealthMonster 1200Monster 1200 SMultistradaMultistrada 950Multistrada 950SMultistrada V4Multistrada V4 SMultistrada V4 S SportMultistrada 1260 EnduroDiavelDiavel 1260Diavel 1260 SDiavel 1260 LamborghiniXDiavelXDiavel SXDiavel Black StarPanigalePanigale V2Panigale V4Panigale V4 SPanigale V4 SPPanigale V4 RSuperleggera V4StreetfighterStreetfighter V4Streetfighter V4 SStreetfighter V2SuperSportSuperSportSuperSport SHypermotardHypermotard 950Hypermotard 950 SPHypermotard 950 RVEScramblerScrambler 1100 ProScrambler 1100 Sport ProScrambler 1100 Dark ProScrambler NightshiftScrambler Full ThrottleScrambler Café RacerScrambler Desert SledScrambler IconScrambler Icon DarkScrambler Sixty2= Current engines =Desmodue: Desmodromic two-valve, air-cooled, 90° V-twin, 60° included valve angle (Scrambler, Monster 695, 797)Desmodue Evoluzione: Desmo two-valve, air-cooled (Hypermotard 1100 Evo, Monster 1100 Evo, Scrambler 1100)Testastretta 11°: Desmo four-valve, liquid-cooled, 90° V-twin, 11° valve overlap angle (Supersport/Supersport S, Hypermotard/Hyperstrada 939, Multistrada 950, Monster 821)Testastretta 11° DS: Desmo four-valve, liquid-cooled, 90° V-twin, 11° valve overlap angle, dual ignition (Monster 1200, Diavel)Testastretta 11° DVT: Desmo four-valve, liquid-cooled, 90° V-twin, variable valve timing, dual ignition (Multistrada 1200 DVT)Testastretta 1262 DVT: Desmo four-valve, liquid-cooled, 90° V-twin, variable valve timing, longer stroke, smaller bore, re-tuned for high torque@lower 5000rpm peak {{152-162hp - 126-135Nm Torque dual ignition (XDiavel, Diavel 1260 2019–Present, Multistrada1260 DVT)Superquadro: Desmo four-valve, liquid cooled, 90° V-twin, 157–205 bhp (117–153 kW) (Panigale 959, 1299, V2 & Streetfighter V2)Desmosedici Stradale: Desmo four-valve, liquid cooled, 90° V4 with a displacement of 1,103 cm³ and counter-rotating crankshaft (214–226 hp) (Panigale V4/S/S Corse/Speciale)Desmosedici Stradale R: Desmo four-valve, liquid cooled, 90° V4 with a displacement of 998 cm³ and counter-rotating crankshaft (221–234 hp) (Panigale V4R)= Past engines =Desmodue DS: Desmo two-valve, air-cooled, 56° included valve angle, dual ignition (Hypermotard 1100, Multistrada 1000/1100, Monster 1100, Monster S2R 1000, SportClassic GT 1000, SuperSport 1000)Desmodue LC: Desmo two-valve, liquid-cooled (ST2)Desmotre DS: Desmo three-valve, liquid-cooled, 40° included valve angle, dual ignition (ST3)Desmoquattro: Desmo four-valve, liquid-cooled, 40° included valve angle, (851, 888, 916, 996, 748, Monster S4, Monster S4R, ST4, ST4s)Testastretta: Desmo four-valve, liquid-cooled, 25° included valve angle, (996R, 998, 999, 749, Monster S4R Testastretta)Testastretta Evoluzione: Desmo four-valve, liquid-cooled, 24.3° included valve angle, 41° valve overlap angle (848, 1098/1198, Streetfighter 1098) Motorcycle design history Ducati has produced several styles of motorcycle engines, including varying the number of cylinders, type of valve actuation and fuel delivery.",410,410,Desmo,PRODUCT,PAST
20,"Ducati has since ceased production of the 916, supplanting it (and its progeny, the 748, 996 and 998) with the 749 and 999.= 2000s =In 2006, the retro-styled Ducati PaulSmart 1000 LE was released, which shared styling cues with the 1973 750 SuperSport (itself a production replica of Paul Smart's 1972 race winning 750 Imola Desmo), as one of a SportClassic series representing the 750 GT, 750 Sport, and 750 SuperSport Ducati motorcycles.Monster: 620, 695, 696, 750, 796, 900, S2R, S4RStreetfighter SST2, ST3, ST4Paul Smart 1000LE and SportClassic variantsSuperSport 750, 900, 1000748, 749, 848996, 998, 999, 1098, 1098S, 1098R, 1198Desmosedici RR= Current lineup =MonsterMonsterMonster+Monster 821Monster 821 StealthMonster 1200Monster 1200 SMultistradaMultistrada 950Multistrada 950SMultistrada V4Multistrada V4 SMultistrada V4 S SportMultistrada 1260 EnduroDiavelDiavel 1260Diavel 1260 SDiavel 1260 LamborghiniXDiavelXDiavel SXDiavel Black StarPanigalePanigale V2Panigale V4Panigale V4 SPanigale V4 SPPanigale V4 RSuperleggera V4StreetfighterStreetfighter V4Streetfighter V4 SStreetfighter V2SuperSportSuperSportSuperSport SHypermotardHypermotard 950Hypermotard 950 SPHypermotard 950 RVEScramblerScrambler 1100 ProScrambler 1100 Sport ProScrambler 1100 Dark ProScrambler NightshiftScrambler Full ThrottleScrambler Café RacerScrambler Desert SledScrambler IconScrambler Icon DarkScrambler Sixty2= Current engines =Desmodue: Desmodromic two-valve, air-cooled, 90° V-twin, 60° included valve angle (Scrambler, Monster 695, 797)Desmodue Evoluzione: Desmo two-valve, air-cooled (Hypermotard 1100 Evo, Monster 1100 Evo, Scrambler 1100)Testastretta 11°: Desmo four-valve, liquid-cooled, 90° V-twin, 11° valve overlap angle (Supersport/Supersport S, Hypermotard/Hyperstrada 939, Multistrada 950, Monster 821)Testastretta 11° DS: Desmo four-valve, liquid-cooled, 90° V-twin, 11° valve overlap angle, dual ignition (Monster 1200, Diavel)Testastretta 11° DVT: Desmo four-valve, liquid-cooled, 90° V-twin, variable valve timing, dual ignition (Multistrada 1200 DVT)Testastretta 1262 DVT: Desmo four-valve, liquid-cooled, 90° V-twin, variable valve timing, longer stroke, smaller bore, re-tuned for high torque@lower 5000rpm peak {{152-162hp - 126-135Nm Torque dual ignition (XDiavel, Diavel 1260 2019–Present, Multistrada1260 DVT)Superquadro: Desmo four-valve, liquid cooled, 90° V-twin, 157–205 bhp (117–153 kW) (Panigale 959, 1299, V2 & Streetfighter V2)Desmosedici Stradale: Desmo four-valve, liquid cooled, 90° V4 with a displacement of 1,103 cm³ and counter-rotating crankshaft (214–226 hp) (Panigale V4/S/S Corse/Speciale)Desmosedici Stradale R: Desmo four-valve, liquid cooled, 90° V4 with a displacement of 998 cm³ and counter-rotating crankshaft (221–234 hp) (Panigale V4R)= Past engines =Desmodue DS: Desmo two-valve, air-cooled, 56° included valve angle, dual ignition (Hypermotard 1100, Multistrada 1000/1100, Monster 1100, Monster S2R 1000, SportClassic GT 1000, SuperSport 1000)Desmodue LC: Desmo two-valve, liquid-cooled (ST2)Desmotre DS: Desmo three-valve, liquid-cooled, 40° included valve angle, dual ignition (ST3)Desmoquattro: Desmo four-valve, liquid-cooled, 40° included valve angle, (851, 888, 916, 996, 748, Monster S4, Monster S4R, ST4, ST4s)Testastretta: Desmo four-valve, liquid-cooled, 25° included valve angle, (996R, 998, 999, 749, Monster S4R Testastretta)Testastretta Evoluzione: Desmo four-valve, liquid-cooled, 24.3° included valve angle, 41° valve overlap angle (848, 1098/1198, Streetfighter 1098) Motorcycle design history Ducati has produced several styles of motorcycle engines, including varying the number of cylinders, type of valve actuation and fuel delivery.",428,428,Ducati,ORG,PAST
20,"Ducati is best known for its 90° V-twin engine, used on nearly all Ducatis since the 1970s.",0,0,Ducati,ORG,PRESENT
20,"Ducati is best known for its 90° V-twin engine, used on nearly all Ducatis since the 1970s.",6,8,90° V-twin engine,PRODUCT,PRESENT
20,"Ducati brands its engine as ""L-twin"", emphasizing the 90° V angle, to create product differentiation from competing V-twin motorcycles.",0,0,Ducati,ORG,PRESENT
20,"Ducati has also made other engine types, mostly before the 1970s, with one, two, three, or four cylinders;",0,0,Ducati,ORG,PAST
20,"Wisconsin Diesel even assembled and ""badge engineered"" the engines in the USA.",0,1,Wisconsin Diesel,ORG,PAST
20,"Wisconsin Diesel even assembled and ""badge engineered"" the engines in the USA.",11,11,USA,LOC,PAST
20,"Currently, Ducati makes no other engines except for its motorcycles.On current Ducati motors, except for the Desmosedici and 1199 Panigale, the valves are actuated by a standard valve cam shaft which is rotated by a timing belt driven by the motor directly.",1,1,Ducati,ORG,PRESENT
20,"Currently, Ducati makes no other engines except for its motorcycles.On current Ducati motors, except for the Desmosedici and 1199 Panigale, the valves are actuated by a standard valve cam shaft which is rotated by a timing belt driven by the motor directly.",11,11,Ducati,ORG,PRESENT
20,"Currently, Ducati makes no other engines except for its motorcycles.On current Ducati motors, except for the Desmosedici and 1199 Panigale, the valves are actuated by a standard valve cam shaft which is rotated by a timing belt driven by the motor directly.",16,16,Desmosedici,PRODUCT,PRESENT
20,"Currently, Ducati makes no other engines except for its motorcycles.On current Ducati motors, except for the Desmosedici and 1199 Panigale, the valves are actuated by a standard valve cam shaft which is rotated by a timing belt driven by the motor directly.",18,19,1199 Panigale,PRODUCT,PRESENT
20,"On older Ducati motors, prior to 1986, drive was by solid shaft that transferred to the camshaft through bevel-cut gears.",2,2,Ducati,ORG,PAST
20,"On older Ducati motors, prior to 1986, drive was by solid shaft that transferred to the camshaft through bevel-cut gears.",6,6,1986,DATE,PAST
20,"This method of valve actuation was used on many of Ducati's older single-cylinder motorcycles — the shaft tube is visible on the outside of the cylinder.Ducati is also famous for using the desmodromic valve system championed by engineer and designer Fabio Taglioni, though the firm has also used engines that use valve springs to close their valves.",37,37,engineer,ROLE,PAST
20,"This method of valve actuation was used on many of Ducati's older single-cylinder motorcycles — the shaft tube is visible on the outside of the cylinder.Ducati is also famous for using the desmodromic valve system championed by engineer and designer Fabio Taglioni, though the firm has also used engines that use valve springs to close their valves.",39,39,designer,ROLE,PAST
20,"This method of valve actuation was used on many of Ducati's older single-cylinder motorcycles — the shaft tube is visible on the outside of the cylinder.Ducati is also famous for using the desmodromic valve system championed by engineer and designer Fabio Taglioni, though the firm has also used engines that use valve springs to close their valves.",40,41,Fabio Taglioni,PER,PAST
20,"In the early days, Ducati reserved the desmodromic valve heads for its higher performance bikes and its race bikes.",4,4,Ducati,ORG,PAST
20,"These valves do not suffer from valve float at high engine speeds, thus a desmodromic engine is capable of far higher revolutions than a similarly configured engine with traditional spring-valve heads.In the 1960s and 1970s, Ducati produced a wide range of small two-stroke bikes, mainly sub-100 cc capacities.",35,35,Ducati,ORG,PAST
20,"Large quantities of some models were exported to the United States.Ducati has produced the following motorcycle engine types:Single-cylinder,pullrod actuated, 48 cc and 65 cc (Cucciolo)pushrod actuated, 98 and 125 cctwo-stroke, 50, 80, 90, 100, 125 ccbevel actuated, spring valved: 98 cc, 100 cc, 125 cc, 160 cc, 175 cc, 200 cc, 239 cc, 250 cc, 350 cc, 450 ccbevel actuated, desmodromic valved: 125 cc, 239 cc, 250 cc, 350 cc and 450 ccbelt actuated, desmodromic valved: 549/572 cc Supermono, only 65 made.Two-cylinder,bevel actuated, spring valved 90 ° V-twin: 750 cc, 860 ccbevel actuated, desmo valved 90 ° V-twin: 750 cc, 860 cc, 900 cc, 973 cc (Mille)bevel actuated, desmo valved parallel twin: 125 cc,chain actuated, spring valved parallel twin: 350 cc, 500 cc (GTL)chain actuated, desmo valved parallel twin): 500 cc (500SD)belt actuated, desmo valved 90 ° V-twin: Almost all engines since 1986.Four-cylinder,gear actuated, desmo valved (V4): Prototype Desmosedici, and Low volume Production Desmosedici RR, 1,500 madepushrod actuated, spring valved (V4): Prototype Apollo, only two made.",9,9,United,LOC,PAST
20,"Large quantities of some models were exported to the United States.Ducati has produced the following motorcycle engine types:Single-cylinder,pullrod actuated, 48 cc and 65 cc (Cucciolo)pushrod actuated, 98 and 125 cctwo-stroke, 50, 80, 90, 100, 125 ccbevel actuated, spring valved: 98 cc, 100 cc, 125 cc, 160 cc, 175 cc, 200 cc, 239 cc, 250 cc, 350 cc, 450 ccbevel actuated, desmodromic valved: 125 cc, 239 cc, 250 cc, 350 cc and 450 ccbelt actuated, desmodromic valved: 549/572 cc Supermono, only 65 made.Two-cylinder,bevel actuated, spring valved 90 ° V-twin: 750 cc, 860 ccbevel actuated, desmo valved 90 ° V-twin: 750 cc, 860 cc, 900 cc, 973 cc (Mille)bevel actuated, desmo valved parallel twin: 125 cc,chain actuated, spring valved parallel twin: 350 cc, 500 cc (GTL)chain actuated, desmo valved parallel twin): 500 cc (500SD)belt actuated, desmo valved 90 ° V-twin: Almost all engines since 1986.Four-cylinder,gear actuated, desmo valved (V4): Prototype Desmosedici, and Low volume Production Desmosedici RR, 1,500 madepushrod actuated, spring valved (V4): Prototype Apollo, only two made.",78,78,Supermono,PRODUCT,PAST
20,"Large quantities of some models were exported to the United States.Ducati has produced the following motorcycle engine types:Single-cylinder,pullrod actuated, 48 cc and 65 cc (Cucciolo)pushrod actuated, 98 and 125 cctwo-stroke, 50, 80, 90, 100, 125 ccbevel actuated, spring valved: 98 cc, 100 cc, 125 cc, 160 cc, 175 cc, 200 cc, 239 cc, 250 cc, 350 cc, 450 ccbevel actuated, desmodromic valved: 125 cc, 239 cc, 250 cc, 350 cc and 450 ccbelt actuated, desmodromic valved: 549/572 cc Supermono, only 65 made.Two-cylinder,bevel actuated, spring valved 90 ° V-twin: 750 cc, 860 ccbevel actuated, desmo valved 90 ° V-twin: 750 cc, 860 cc, 900 cc, 973 cc (Mille)bevel actuated, desmo valved parallel twin: 125 cc,chain actuated, spring valved parallel twin: 350 cc, 500 cc (GTL)chain actuated, desmo valved parallel twin): 500 cc (500SD)belt actuated, desmo valved 90 ° V-twin: Almost all engines since 1986.Four-cylinder,gear actuated, desmo valved (V4): Prototype Desmosedici, and Low volume Production Desmosedici RR, 1,500 madepushrod actuated, spring valved (V4): Prototype Apollo, only two made.",153,154,Desmosedici RR,PRODUCT,PAST
20,"Large quantities of some models were exported to the United States.Ducati has produced the following motorcycle engine types:Single-cylinder,pullrod actuated, 48 cc and 65 cc (Cucciolo)pushrod actuated, 98 and 125 cctwo-stroke, 50, 80, 90, 100, 125 ccbevel actuated, spring valved: 98 cc, 100 cc, 125 cc, 160 cc, 175 cc, 200 cc, 239 cc, 250 cc, 350 cc, 450 ccbevel actuated, desmodromic valved: 125 cc, 239 cc, 250 cc, 350 cc and 450 ccbelt actuated, desmodromic valved: 549/572 cc Supermono, only 65 made.Two-cylinder,bevel actuated, spring valved 90 ° V-twin: 750 cc, 860 ccbevel actuated, desmo valved 90 ° V-twin: 750 cc, 860 cc, 900 cc, 973 cc (Mille)bevel actuated, desmo valved parallel twin: 125 cc,chain actuated, spring valved parallel twin: 350 cc, 500 cc (GTL)chain actuated, desmo valved parallel twin): 500 cc (500SD)belt actuated, desmo valved 90 ° V-twin: Almost all engines since 1986.Four-cylinder,gear actuated, desmo valved (V4): Prototype Desmosedici, and Low volume Production Desmosedici RR, 1,500 madepushrod actuated, spring valved (V4): Prototype Apollo, only two made.",161,162,Prototype Apollo,PRODUCT,PAST
20,"Enthusiasts groups A key part of Ducati's marketing strategy since the 1990s has been fostering a distinct community identity in connection with branding efforts including online communities and local, regional and national Ducati enthusiast clubs.",32,32,Ducati,ORG,PAST
20,"There are more than 400 Ducati clubs worldwide and 20,000 registered users of the Ducati Owners Club web site and 17,000 subscribers to the racing web site.",5,5,Ducati,ORG,PRESENT
20,"There are more than 400 Ducati clubs worldwide and 20,000 registered users of the Ducati Owners Club web site and 17,000 subscribers to the racing web site.",14,16,Ducati Owners Club,ORG,PRESENT
20,Enthusiasts and riders are informally referred to in the motorcycling community as Ducatista,12,12,Ducatista,ALIAS,PRESENT
20,(singular) or Ducatisti,2,2,Ducatisti,ALIAS,PRESENT
20,"In North America there are several Ducati enthusiasts organizations with varying degrees of factory sponsorship, such as the Bay Area Desmo Owners Club (BADOC) located in and around the city of San Francisco, CA.",1,2,North America,LOC,PRESENT
20,"In North America there are several Ducati enthusiasts organizations with varying degrees of factory sponsorship, such as the Bay Area Desmo Owners Club (BADOC) located in and around the city of San Francisco, CA.",6,6,Ducati,ORG,PRESENT
20,"In North America there are several Ducati enthusiasts organizations with varying degrees of factory sponsorship, such as the Bay Area Desmo Owners Club (BADOC) located in and around the city of San Francisco, CA.",18,22,Bay Area Desmo Owners Club,ORG,PRESENT
20,"In North America there are several Ducati enthusiasts organizations with varying degrees of factory sponsorship, such as the Bay Area Desmo Owners Club (BADOC) located in and around the city of San Francisco, CA.",23,23,BADOC,ALIAS,PRESENT
20,"In North America there are several Ducati enthusiasts organizations with varying degrees of factory sponsorship, such as the Bay Area Desmo Owners Club (BADOC) located in and around the city of San Francisco, CA.",31,32,San Francisco,LOC,PRESENT
20,"In North America there are several Ducati enthusiasts organizations with varying degrees of factory sponsorship, such as the Bay Area Desmo Owners Club (BADOC) located in and around the city of San Francisco, CA.",33,33,CA,LOC,PRESENT
20,"Ducati Riders of Illinois (DRILL) located in Chicago, IL.",0,3,Ducati Riders of Illinois,ORG,PRESENT
20,"Ducati Riders of Illinois (DRILL) located in Chicago, IL.",4,4,DRILL,ALIAS,PRESENT
20,"Ducati Riders of Illinois (DRILL) located in Chicago, IL.",7,7,Chicago,LOC,PRESENT
20,"Ducati Riders of Illinois (DRILL) located in Chicago, IL.",8,8,IL,LOC,PRESENT
20,"DESMO, the Ducati Enthusiast Sport Motorcycle Organization, is a North American group affiliated with the factory Desmo Owners Club.",0,0,DESMO,ALIAS,PRESENT
20,"DESMO, the Ducati Enthusiast Sport Motorcycle Organization, is a North American group affiliated with the factory Desmo Owners Club.",2,6,Ducati Enthusiast Sport Motorcycle Organization,ORG,PRESENT
20,"DESMO, the Ducati Enthusiast Sport Motorcycle Organization, is a North American group affiliated with the factory Desmo Owners Club.",9,10,North American,LOC,PRESENT
20,"DESMO, the Ducati Enthusiast Sport Motorcycle Organization, is a North American group affiliated with the factory Desmo Owners Club.",16,18,Desmo Owners Club,ORG,PRESENT
20,Some groups are focused on vintage Ducatis while several are based primarily or entirely on email discussion lists or web forums.,6,6,Ducatis,ORG,PRESENT
20,"Merchandising Ducati has a wide range of accessories, lifestyle products and co-branded merchandise bearing their logos and designs.",1,1,Ducati,ORG,PRESENT
20,"The company has a licensing agreement with Tumi Inc., launching a collection of eight co-branded luggage pieces in 2006, sold through both of the brands' retail outlets.",7,8,Tumi Inc,ORG,PRESENT
20,"The company has a licensing agreement with Tumi Inc., launching a collection of eight co-branded luggage pieces in 2006, sold through both of the brands' retail outlets.",18,18,2006,DATE,PAST
20,"Racing history Ducati's history with motorsport began with speed records on Cucciolo motorized bicycle factory racers in 1951, followed in 1954 with bringing in Fabio Taglioni to found a road-racing program with the 100 Gran Sport.",11,11,Cucciolo,PRODUCT,PAST
20,"Racing history Ducati's history with motorsport began with speed records on Cucciolo motorized bicycle factory racers in 1951, followed in 1954 with bringing in Fabio Taglioni to found a road-racing program with the 100 Gran Sport.",17,17,1951,DATE,PAST
20,"Racing history Ducati's history with motorsport began with speed records on Cucciolo motorized bicycle factory racers in 1951, followed in 1954 with bringing in Fabio Taglioni to found a road-racing program with the 100 Gran Sport.",20,20,1954,DATE,PAST
20,"Racing history Ducati's history with motorsport began with speed records on Cucciolo motorized bicycle factory racers in 1951, followed in 1954 with bringing in Fabio Taglioni to found a road-racing program with the 100 Gran Sport.",24,25,Fabio Taglioni,PER,PAST
20,"Racing history Ducati's history with motorsport began with speed records on Cucciolo motorized bicycle factory racers in 1951, followed in 1954 with bringing in Fabio Taglioni to found a road-racing program with the 100 Gran Sport.",33,35,100 Gran Sport,PRODUCT,PAST
20,"As of 2009, Ducati was still pursuing the ""win on Sunday, sell on Monday"" business model and spending 10% of company revenues, €40 million, on its racing business.",2,2,2009,DATE,PAST
20,"As of 2009, Ducati was still pursuing the ""win on Sunday, sell on Monday"" business model and spending 10% of company revenues, €40 million, on its racing business.",3,3,Ducati,ORG,PAST
20,"= MotoGP World Championship =Ducati rejoined Grand Prix motorcycle racing in 2003, after a 30-year absence.",1,3,MotoGP World Championship,ORG,PAST
20,"= MotoGP World Championship =Ducati rejoined Grand Prix motorcycle racing in 2003, after a 30-year absence.",6,7,Grand Prix,ORG,PAST
20,"= MotoGP World Championship =Ducati rejoined Grand Prix motorcycle racing in 2003, after a 30-year absence.",11,11,2003,DATE,PAST
20,"On 23 September 2007, Casey Stoner clinched his and Ducati's first Grand Prix World Championship.When Ducati re-joined MotoGP in 2003, MotoGP had changed its rules to allow four-stroke 990 cc engines to race.",1,3,23 September 2007,DATE,PAST
20,"On 23 September 2007, Casey Stoner clinched his and Ducati's first Grand Prix World Championship.When Ducati re-joined MotoGP in 2003, MotoGP had changed its rules to allow four-stroke 990 cc engines to race.",4,5,Casey Stoner,PER,PAST
20,"On 23 September 2007, Casey Stoner clinched his and Ducati's first Grand Prix World Championship.When Ducati re-joined MotoGP in 2003, MotoGP had changed its rules to allow four-stroke 990 cc engines to race.",11,13,Grand Prix World,ORG,PAST
20,"On 23 September 2007, Casey Stoner clinched his and Ducati's first Grand Prix World Championship.When Ducati re-joined MotoGP in 2003, MotoGP had changed its rules to allow four-stroke 990 cc engines to race.",15,15,Ducati,ORG,PAST
20,"On 23 September 2007, Casey Stoner clinched his and Ducati's first Grand Prix World Championship.When Ducati re-joined MotoGP in 2003, MotoGP had changed its rules to allow four-stroke 990 cc engines to race.",17,17,MotoGP,ORG,PAST
20,"On 23 September 2007, Casey Stoner clinched his and Ducati's first Grand Prix World Championship.When Ducati re-joined MotoGP in 2003, MotoGP had changed its rules to allow four-stroke 990 cc engines to race.",19,19,2003,DATE,PAST
20,"On 23 September 2007, Casey Stoner clinched his and Ducati's first Grand Prix World Championship.When Ducati re-joined MotoGP in 2003, MotoGP had changed its rules to allow four-stroke 990 cc engines to race.",20,20,MotoGP,ORG,PAST
20,At the time Ducati was the fastest bike.,3,3,Ducati,ORG,PAST
20,"In 2007, MotoGP reduced the engine size to 800 cc (49 cu in), and Ducati continued to be the fastest with a bike that was markedly quicker than its rivals as was displayed by Casey Stoner on tracks with long straights.For 2009, Ducati Marlboro Team campaigned their Desmosedici GP9 with former World Champions Casey Stoner and Nicky Hayden.",1,1,2007,DATE,PAST
20,"In 2007, MotoGP reduced the engine size to 800 cc (49 cu in), and Ducati continued to be the fastest with a bike that was markedly quicker than its rivals as was displayed by Casey Stoner on tracks with long straights.For 2009, Ducati Marlboro Team campaigned their Desmosedici GP9 with former World Champions Casey Stoner and Nicky Hayden.",2,2,MotoGP,ORG,PAST
20,"In 2007, MotoGP reduced the engine size to 800 cc (49 cu in), and Ducati continued to be the fastest with a bike that was markedly quicker than its rivals as was displayed by Casey Stoner on tracks with long straights.For 2009, Ducati Marlboro Team campaigned their Desmosedici GP9 with former World Champions Casey Stoner and Nicky Hayden.",14,14,Ducati,ORG,PAST
20,"In 2007, MotoGP reduced the engine size to 800 cc (49 cu in), and Ducati continued to be the fastest with a bike that was markedly quicker than its rivals as was displayed by Casey Stoner on tracks with long straights.For 2009, Ducati Marlboro Team campaigned their Desmosedici GP9 with former World Champions Casey Stoner and Nicky Hayden.",34,35,Casey Stoner,PER,PAST
20,"In 2007, MotoGP reduced the engine size to 800 cc (49 cu in), and Ducati continued to be the fastest with a bike that was markedly quicker than its rivals as was displayed by Casey Stoner on tracks with long straights.For 2009, Ducati Marlboro Team campaigned their Desmosedici GP9 with former World Champions Casey Stoner and Nicky Hayden.",41,41,2009,DATE,PAST
20,"In 2007, MotoGP reduced the engine size to 800 cc (49 cu in), and Ducati continued to be the fastest with a bike that was markedly quicker than its rivals as was displayed by Casey Stoner on tracks with long straights.For 2009, Ducati Marlboro Team campaigned their Desmosedici GP9 with former World Champions Casey Stoner and Nicky Hayden.",42,44,Ducati Marlboro Team,ORG,PAST
20,"In 2007, MotoGP reduced the engine size to 800 cc (49 cu in), and Ducati continued to be the fastest with a bike that was markedly quicker than its rivals as was displayed by Casey Stoner on tracks with long straights.For 2009, Ducati Marlboro Team campaigned their Desmosedici GP9 with former World Champions Casey Stoner and Nicky Hayden.",47,48,Desmosedici GP9,PRODUCT,PAST
